Model,MSO2024
Firmware Version,1.52

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.02,,,
Sample Interval,1.6e-07,,,
Filter Frequency,2e+08,,,
Record Length,1.25e+06,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,10,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,2,,1,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH4,CH4 Peak Detect
1.795440e-02,-1.24,-1.16,0.86,0.9
1.795456e-02,-1.32,-1.32,0.86,0.82
1.795472e-02,-1.24,-1.24,0.86,0.86
1.795488e-02,-1.24,-1.32,0.86,0.82
1.795504e-02,-1.32,-1.16,0.86,0.86
1.795520e-02,-1.32,-1.32,0.86,0.82
1.795536e-02,-1.24,-1.16,0.86,0.86
1.795552e-02,-1.32,-1.32,0.86,0.82
1.795568e-02,-1.32,-1.16,0.86,0.86
1.795584e-02,-1.32,-1.32,0.86,0.82
1.795600e-02,-1.32,-1.16,0.86,0.86
1.795616e-02,-1.24,-1.32,0.86,0.82
1.795632e-02,-1.32,-1.16,0.86,0.86
1.795648e-02,-1.32,-1.32,0.86,0.82
1.795664e-02,-1.24,-1.16,0.86,0.86
1.795680e-02,-1.24,-1.32,0.86,0.82
1.795696e-02,-1.32,-1.16,0.86,0.86
1.795712e-02,-1.32,-1.32,0.86,0.82
1.795728e-02,-1.24,-1.16,0.86,0.86
1.795744e-02,-1.24,-1.32,0.86,0.82
1.795760e-02,-1.24,-1.16,0.86,0.86
1.795776e-02,-1.32,-1.32,0.86,0.82
1.795792e-02,-1.32,-1.16,0.86,0.86
1.795808e-02,-1.24,-1.32,0.86,0.82
1.795824e-02,-1.24,-1.16,0.86,0.9
1.795840e-02,-1.32,-1.32,0.86,0.82
1.795856e-02,-1.32,-1.16,0.86,0.86
1.795872e-02,-1.24,-1.32,0.86,0.82
1.795888e-02,-1.24,-1.16,0.86,0.86
1.795904e-02,-1.24,-1.32,0.86,0.82
1.795920e-02,-1.32,-1.16,0.86,0.86
1.795936e-02,-1.32,-1.32,0.86,0.82
1.795952e-02,-1.24,-1.16,0.86,0.86
1.795968e-02,-1.24,-1.32,0.82,0.82
1.795984e-02,-1.24,-1.16,0.86,0.86
1.796000e-02,-1.32,-1.32,0.86,0.82
1.796016e-02,-1.32,-1.16,0.86,0.86
1.796032e-02,-1.24,-1.32,0.86,0.82
1.796048e-02,-1.24,-1.16,0.86,0.86
1.796064e-02,-1.32,-1.32,0.86,0.82
1.796080e-02,-1.24,-1.16,0.82,0.86
1.796096e-02,-1.24,-1.32,0.86,0.82
1.796112e-02,-1.32,-1.16,0.86,0.86
1.796128e-02,-1.32,-1.32,0.86,0.82
1.796144e-02,-1.24,-1.16,0.86,0.86
1.796160e-02,-1.24,-1.32,0.86,0.82
1.796176e-02,-1.24,-1.16,0.86,0.9
1.796192e-02,-1.32,-1.32,0.86,0.82
1.796208e-02,-1.24,-1.16,0.86,0.9
1.796224e-02,-1.24,-1.32,0.86,0.82
1.796240e-02,-1.24,-1.16,0.86,0.86
1.796256e-02,-1.32,-1.32,0.86,0.82
1.796272e-02,-1.32,-1.16,0.86,0.86
1.796288e-02,-1.24,-1.32,0.86,0.82
1.796304e-02,-1.24,-1.16,0.86,0.86
1.796320e-02,-1.24,-1.32,0.86,0.82
1.796336e-02,-1.24,-1.16,0.86,0.86
1.796352e-02,-1.24,-1.32,0.86,0.82
1.796368e-02,-1.24,-1.16,0.86,0.86
1.796384e-02,-1.24,-1.32,0.86,0.82
1.796400e-02,-1.32,-1.16,0.86,0.86
1.796416e-02,-1.24,-1.32,0.86,0.82
1.796432e-02,-1.24,-1.16,0.86,0.9
1.796448e-02,-1.24,-1.32,0.86,0.82
1.796464e-02,-1.24,-1.16,0.86,0.9
1.796480e-02,-1.24,-1.32,0.86,0.82
1.796496e-02,-1.24,-1.16,0.86,0.86
1.796512e-02,-1.24,-1.32,0.86,0.82
1.796528e-02,-1.24,-1.16,0.86,0.86
1.796544e-02,-1.24,-1.32,0.86,0.82
1.796560e-02,-1.24,-1.16,0.86,0.86
1.796576e-02,-1.24,-1.32,0.86,0.82
1.796592e-02,-1.24,-1.16,0.86,0.86
1.796608e-02,-1.24,-1.32,0.86,0.82
1.796624e-02,-1.32,-1.16,0.86,0.86
1.796640e-02,-1.24,-1.32,0.86,0.82
1.796656e-02,-1.32,-1.16,0.86,0.86
1.796672e-02,-1.32,-1.32,0.86,0.82
1.796688e-02,-1.32,-1.16,0.86,0.86
1.796704e-02,-1.24,-1.32,0.86,0.82
1.796720e-02,-1.24,-1.16,0.86,0.9
1.796736e-02,-1.24,-1.32,0.86,0.82
1.796752e-02,-1.32,-1.16,0.86,0.9
1.796768e-02,-1.24,-1.32,0.86,0.82
1.796784e-02,-1.24,-1.16,0.86,0.86
1.796800e-02,-1.24,-1.32,0.86,0.82
1.796816e-02,-1.24,-1.16,0.9,0.9
1.796832e-02,-1.32,-1.32,0.86,0.82
1.796848e-02,-1.24,-1.16,0.86,0.86
1.796864e-02,-1.24,-1.32,0.86,0.82
1.796880e-02,-1.24,-1.16,0.86,0.86
1.796896e-02,-1.24,-1.32,0.86,0.82
1.796912e-02,-1.24,-1.16,0.86,0.86
1.796928e-02,-1.32,-1.32,0.86,0.82
1.796944e-02,-1.32,-1.16,0.86,0.9
1.796960e-02,-1.24,-1.32,0.86,0.82
1.796976e-02,-1.24,-1.16,0.86,0.9
1.796992e-02,-1.24,-1.32,0.86,0.82
1.797008e-02,-1.24,-1.16,0.86,0.86
1.797024e-02,-1.32,-1.32,0.86,0.82
1.797040e-02,-1.32,-1.16,0.86,0.86
1.797056e-02,-1.24,-1.32,0.82,0.82
1.797072e-02,-1.24,-1.16,0.86,0.86
1.797088e-02,-1.24,-1.32,0.86,0.82
1.797104e-02,-1.24,-1.16,0.86,0.86
1.797120e-02,-1.24,-1.32,0.86,0.82
1.797136e-02,-1.24,-1.16,0.86,0.86
1.797152e-02,-1.24,-1.32,0.86,0.82
1.797168e-02,-1.24,-1.16,0.86,0.86
1.797184e-02,-1.24,-1.32,0.86,0.82
1.797200e-02,-1.24,-1.16,0.86,0.86
1.797216e-02,-1.24,-1.32,0.86,0.82
1.797232e-02,-1.24,-1.16,0.86,0.9
1.797248e-02,-1.24,-1.32,0.86,0.82
1.797264e-02,-1.24,-1.16,0.86,0.86
1.797280e-02,-1.24,-1.32,0.86,0.82
1.797296e-02,-1.24,-1.16,0.86,0.86
1.797312e-02,-1.24,-1.32,0.86,0.82
1.797328e-02,-1.24,-1.16,0.86,0.86
1.797344e-02,-1.24,-1.32,0.86,0.82
1.797360e-02,-1.24,-1.16,0.86,0.86
1.797376e-02,-1.32,-1.32,0.86,0.82
1.797392e-02,-1.24,-1.16,0.86,0.86
1.797408e-02,-1.24,-1.32,0.86,0.82
1.797424e-02,-1.32,-1.16,0.86,0.9
1.797440e-02,-1.32,-1.32,0.86,0.82
1.797456e-02,-1.24,-1.16,0.86,0.86
1.797472e-02,-1.32,-1.32,0.86,0.82
1.797488e-02,-1.24,-1.16,0.82,0.9
1.797504e-02,-1.32,-1.32,0.86,0.82
1.797520e-02,-1.32,-1.16,0.86,0.86
1.797536e-02,-1.32,-1.32,0.82,0.82
1.797552e-02,-1.24,-1.16,0.86,0.86
1.797568e-02,-1.24,-1.32,0.86,0.82
1.797584e-02,-1.24,-1.16,0.86,0.86
1.797600e-02,-1.24,-1.32,0.86,0.82
1.797616e-02,-1.24,-1.16,0.86,0.86
1.797632e-02,-1.24,-1.32,0.86,0.82
1.797648e-02,-1.24,-1.16,0.86,0.86
1.797664e-02,-1.24,-1.32,0.86,0.82
1.797680e-02,-1.24,-1.16,0.86,0.9
1.797696e-02,-1.32,-1.32,0.86,0.82
1.797712e-02,-1.24,-1.16,0.86,0.9
1.797728e-02,-1.24,-1.32,0.86,0.82
1.797744e-02,-1.24,-1.16,0.86,0.86
1.797760e-02,-1.24,-1.32,0.86,0.82
1.797776e-02,-1.24,-1.16,0.86,0.86
1.797792e-02,-1.24,-1.32,0.86,0.82
1.797808e-02,-1.24,-1.24,0.86,0.86
1.797824e-02,-1.24,-1.32,0.86,0.82
1.797840e-02,-1.24,-1.16,0.82,0.86
1.797856e-02,-1.24,-1.32,0.86,0.82
1.797872e-02,-1.32,-1.16,0.86,0.86
1.797888e-02,-1.32,-1.32,0.86,0.82
1.797904e-02,-1.32,-1.16,0.86,0.9
1.797920e-02,-1.24,-1.32,0.86,0.82
1.797936e-02,-1.32,-1.16,0.86,0.86
1.797952e-02,-1.24,-1.32,0.86,0.82
1.797968e-02,-1.32,-1.16,0.86,0.86
1.797984e-02,-1.24,-1.32,0.86,0.82
1.798000e-02,-1.32,-1.16,0.86,0.86
1.798016e-02,-1.24,-1.32,0.86,0.82
1.798032e-02,-1.24,-1.16,0.86,0.86
1.798048e-02,-1.24,-1.32,0.86,0.82
1.798064e-02,-1.24,-1.16,0.86,0.86
1.798080e-02,-1.24,-1.32,0.86,0.82
1.798096e-02,-1.24,-1.16,0.86,0.9
1.798112e-02,-1.24,-1.32,0.86,0.82
1.798128e-02,-1.24,-1.16,0.86,0.86
1.798144e-02,-1.24,-1.32,0.86,0.82
1.798160e-02,-1.24,-1.16,0.86,0.86
1.798176e-02,-1.24,-1.32,0.86,0.82
1.798192e-02,-1.24,-1.16,0.86,0.86
1.798208e-02,-1.24,-1.32,0.86,0.82
1.798224e-02,-1.24,-1.16,0.86,0.86
1.798240e-02,-1.24,-1.32,0.86,0.82
1.798256e-02,-1.24,-1.16,0.86,0.9
1.798272e-02,-1.32,-1.32,0.82,0.82
1.798288e-02,-1.24,-1.16,0.86,0.9
1.798304e-02,-1.24,-1.32,0.86,0.82
1.798320e-02,-1.24,-1.16,0.86,0.86
1.798336e-02,-1.32,-1.32,0.86,0.82
1.798352e-02,-1.24,-1.16,0.86,0.86
1.798368e-02,-1.24,-1.32,0.86,0.82
1.798384e-02,-1.24,-1.16,0.86,0.86
1.798400e-02,-1.24,-1.32,0.86,0.82
1.798416e-02,-1.24,-1.16,0.86,0.9
1.798432e-02,-1.24,-1.32,0.82,0.82
1.798448e-02,-1.24,-1.16,0.86,0.86
1.798464e-02,-1.24,-1.32,0.86,0.82
1.798480e-02,-1.24,-1.16,0.86,0.86
1.798496e-02,-1.24,-1.32,0.86,0.82
1.798512e-02,-1.24,-1.16,0.86,0.86
1.798528e-02,-1.24,-1.32,0.86,0.82
1.798544e-02,-1.32,-1.16,0.86,0.86
1.798560e-02,-1.32,-1.32,0.82,0.82
1.798576e-02,-1.24,-1.16,0.86,0.86
1.798592e-02,-1.32,-1.32,0.86,0.82
1.798608e-02,-1.24,-1.16,0.82,0.86
1.798624e-02,-1.24,-1.32,0.86,0.82
1.798640e-02,-1.24,-1.16,0.86,0.86
1.798656e-02,-1.24,-1.32,0.86,0.82
1.798672e-02,-1.24,-1.16,0.86,0.86
1.798688e-02,-1.32,-1.32,0.86,0.82
1.798704e-02,-1.24,-1.16,0.82,0.86
1.798720e-02,-1.24,-1.32,0.86,0.82
1.798736e-02,-1.24,-1.16,0.86,0.86
1.798752e-02,-1.24,-1.32,0.86,0.82
1.798768e-02,-1.24,-1.16,0.86,0.86
1.798784e-02,-1.24,-1.32,0.86,0.82
1.798800e-02,-1.24,-1.16,0.86,0.9
1.798816e-02,-1.24,-1.32,0.86,0.82
1.798832e-02,-1.24,-1.16,0.86,0.86
1.798848e-02,-1.24,-1.32,0.86,0.82
1.798864e-02,-1.24,-1.16,0.82,0.9
1.798880e-02,-1.24,-1.32,0.86,0.82
1.798896e-02,-1.24,-1.16,0.86,0.9
1.798912e-02,-1.24,-1.32,0.86,0.82
1.798928e-02,-1.24,-1.16,0.86,0.9
1.798944e-02,-1.24,-1.32,0.86,0.82
1.798960e-02,-1.24,-1.16,0.86,0.86
1.798976e-02,-1.24,-1.32,0.86,0.82
1.798992e-02,-1.24,-1.16,0.86,0.86
1.799008e-02,-1.24,-1.32,0.86,0.82
1.799024e-02,-1.24,-1.16,0.82,0.86
1.799040e-02,-1.32,-1.32,0.86,0.82
1.799056e-02,-1.24,-1.16,0.86,0.86
1.799072e-02,-1.24,-1.32,0.86,0.82
1.799088e-02,-1.24,-1.16,0.86,0.86
1.799104e-02,-1.24,-1.32,0.86,0.82
1.799120e-02,-1.32,-1.16,0.86,0.86
1.799136e-02,-1.24,-1.32,0.86,0.82
1.799152e-02,-1.24,-1.16,0.86,0.86
1.799168e-02,-1.24,-1.32,0.82,0.82
1.799184e-02,-1.24,-1.16,0.86,0.86
1.799200e-02,-1.24,-1.32,0.86,0.82
1.799216e-02,-1.24,-1.16,0.86,0.86
1.799232e-02,-1.24,-1.32,0.86,0.82
1.799248e-02,-1.24,-1.16,0.86,0.86
1.799264e-02,-1.24,-1.32,0.86,0.82
1.799280e-02,-1.24,-1.16,0.86,0.86
1.799296e-02,-1.24,-1.32,0.86,0.82
1.799312e-02,-1.24,-1.16,0.86,0.86
1.799328e-02,-1.24,-1.32,0.86,0.82
1.799344e-02,-1.24,-1.16,0.86,0.86
1.799360e-02,-1.24,-1.32,0.86,0.82
1.799376e-02,-1.24,-1.16,0.86,0.9
1.799392e-02,-1.24,-1.32,0.86,0.82
1.799408e-02,-1.24,-1.16,0.86,0.9
1.799424e-02,-1.24,-1.32,0.86,0.82
1.799440e-02,-1.24,-1.16,0.86,0.9
1.799456e-02,-1.24,-1.32,0.86,0.82
1.799472e-02,-1.24,-1.16,0.86,0.9
1.799488e-02,-1.24,-1.32,0.86,0.82
1.799504e-02,-1.24,-1.16,0.82,0.9
1.799520e-02,-1.24,-1.32,0.86,0.82
1.799536e-02,-1.24,-1.16,0.86,0.9
1.799552e-02,-1.24,-1.32,0.86,0.82
1.799568e-02,-1.24,-1.16,0.86,0.9
1.799584e-02,-1.24,-1.32,0.86,0.82
1.799600e-02,-1.24,-1.16,0.86,0.9
1.799616e-02,-1.24,-1.32,0.86,0.82
1.799632e-02,-1.24,-1.16,0.86,0.9
1.799648e-02,-1.24,-1.32,0.86,0.82
1.799664e-02,-1.32,-1.16,0.86,0.86
1.799680e-02,-1.24,-1.32,0.86,0.82
1.799696e-02,-1.24,-1.16,0.86,0.9
1.799712e-02,-1.24,-1.32,0.86,0.82
1.799728e-02,-1.24,-1.16,0.86,0.86
1.799744e-02,-1.32,-1.32,0.86,0.82
1.799760e-02,-1.24,-1.16,0.86,0.86
1.799776e-02,-1.24,-1.32,0.86,0.82
1.799792e-02,-1.24,-1.16,0.86,0.86
1.799808e-02,-1.24,-1.32,0.86,0.82
1.799824e-02,-1.24,-1.16,0.82,0.86
1.799840e-02,-1.24,-1.32,0.86,0.82
1.799856e-02,-1.32,-1.16,0.86,0.86
1.799872e-02,-1.24,-1.32,0.86,0.82
1.799888e-02,-1.24,-1.16,0.86,0.86
1.799904e-02,-1.24,-1.32,0.86,0.82
1.799920e-02,-1.24,-1.16,0.86,0.86
1.799936e-02,-1.24,-1.32,0.86,0.82
1.799952e-02,-1.24,-1.16,0.86,0.86
1.799968e-02,-1.24,-1.32,0.86,0.82
1.799984e-02,-1.24,-1.16,0.86,0.9
1.800000e-02,-1.24,-1.32,0.86,0.82
1.800016e-02,-1.24,-1.16,0.86,0.86
1.800032e-02,-1.24,-1.32,0.86,0.82
1.800048e-02,-1.24,-1.16,0.86,0.9
1.800064e-02,-1.24,-1.32,0.86,0.82
1.800080e-02,-1.24,-1.16,0.86,0.86
1.800096e-02,-1.24,-1.32,0.86,0.82
1.800112e-02,-1.24,-1.16,0.86,0.86
1.800128e-02,-1.24,-1.32,0.86,0.82
1.800144e-02,-1.24,-1.16,0.82,0.9
1.800160e-02,-1.24,-1.32,0.82,0.82
1.800176e-02,-1.24,-1.16,0.86,0.86
1.800192e-02,-1.24,-1.32,0.86,0.82
1.800208e-02,-1.32,-1.16,0.86,0.86
1.800224e-02,-1.32,-1.32,0.82,0.82
1.800240e-02,-1.24,-1.16,0.82,0.86
1.800256e-02,-1.24,-1.32,0.86,0.82
1.800272e-02,-1.32,-1.16,0.82,0.86
1.800288e-02,-1.24,-1.32,0.86,0.82
1.800304e-02,-1.24,-1.16,0.86,0.86
1.800320e-02,-1.24,-1.32,0.82,0.82
1.800336e-02,-1.24,-1.16,0.82,0.86
1.800352e-02,-1.24,-1.32,0.82,0.82
1.800368e-02,-1.24,-1.16,0.86,0.86
1.800384e-02,-1.24,-1.32,0.86,0.82
1.800400e-02,-1.24,-1.16,0.86,0.86
1.800416e-02,-1.24,-1.32,0.86,0.82
1.800432e-02,-1.32,-1.16,0.86,0.9
1.800448e-02,-1.24,-1.32,0.86,0.82
1.800464e-02,-1.24,-1.16,0.86,0.86
1.800480e-02,-1.24,-1.32,0.86,0.82
1.800496e-02,-1.24,-1.16,0.86,0.86
1.800512e-02,-1.24,-1.32,0.86,0.82
1.800528e-02,-1.24,-1.16,0.86,0.86
1.800544e-02,-1.24,-1.32,0.86,0.82
1.800560e-02,-1.32,-1.16,0.86,0.86
1.800576e-02,-1.32,-1.32,0.86,0.82
1.800592e-02,-1.24,-1.16,0.86,0.86
1.800608e-02,-1.24,-1.32,0.86,0.82
1.800624e-02,-1.24,-1.16,0.86,0.86
1.800640e-02,-1.32,-1.32,0.86,0.82
1.800656e-02,-1.24,-1.16,0.86,0.86
1.800672e-02,-1.24,-1.32,0.86,0.82
1.800688e-02,-1.32,-1.16,0.86,0.9
1.800704e-02,-1.32,-1.32,0.86,0.82
1.800720e-02,-1.24,-1.16,0.86,0.86
1.800736e-02,-1.24,-1.32,0.86,0.82
1.800752e-02,-1.24,-1.16,0.86,0.86
1.800768e-02,-1.24,-1.32,0.86,0.82
1.800784e-02,-1.24,-1.16,0.82,0.86
1.800800e-02,-1.24,-1.32,0.86,0.82
1.800816e-02,-1.24,-1.16,0.86,0.86
1.800832e-02,-1.24,-1.32,0.86,0.82
1.800848e-02,-1.24,-1.16,0.86,0.86
1.800864e-02,-1.24,-1.32,0.82,0.82
1.800880e-02,-1.24,-1.16,0.82,0.86
1.800896e-02,-1.24,-1.32,0.86,0.82
1.800912e-02,-1.32,-1.16,0.86,0.86
1.800928e-02,-1.32,-1.32,0.86,0.82
1.800944e-02,-1.24,-1.16,0.86,0.86
1.800960e-02,-1.24,-1.32,0.86,0.82
1.800976e-02,-1.24,-1.16,0.86,0.86
1.800992e-02,-1.32,-1.32,0.86,0.82
1.801008e-02,-1.24,-1.16,0.86,0.86
1.801024e-02,-1.24,-1.32,0.82,0.82
1.801040e-02,-1.24,-1.16,0.86,0.86
1.801056e-02,-1.24,-1.32,0.86,0.82
1.801072e-02,-1.24,-1.16,0.82,0.86
1.801088e-02,-1.24,-1.32,0.86,0.82
1.801104e-02,-1.24,-1.16,0.86,0.86
1.801120e-02,-1.32,-1.32,0.86,0.82
1.801136e-02,-1.24,-1.16,0.86,0.86
1.801152e-02,-1.24,-1.32,0.86,0.82
1.801168e-02,-1.24,-1.16,0.86,0.86
1.801184e-02,-1.24,-1.32,0.86,0.82
1.801200e-02,-1.24,-1.16,0.86,0.86
1.801216e-02,-1.24,-1.32,0.86,0.82
1.801232e-02,-1.24,-1.16,0.82,0.86
1.801248e-02,-1.32,-1.32,0.86,0.82
1.801264e-02,-1.24,-1.16,0.86,0.86
1.801280e-02,-1.24,-1.32,0.86,0.82
1.801296e-02,-1.24,-1.16,0.86,0.86
1.801312e-02,-1.24,-1.32,0.86,0.82
1.801328e-02,-1.32,-1.16,0.86,0.86
1.801344e-02,-1.32,-1.32,0.86,0.82
1.801360e-02,-1.24,-1.16,0.86,0.86
1.801376e-02,-1.32,-1.32,0.86,0.82
1.801392e-02,-1.32,-1.16,0.86,0.86
1.801408e-02,-1.24,-1.32,0.86,0.82
1.801424e-02,-1.24,-1.16,0.86,0.86
1.801440e-02,-1.24,-1.32,0.86,0.82
1.801456e-02,-1.24,-1.16,0.86,0.86
1.801472e-02,-1.24,-1.32,0.86,0.82
1.801488e-02,-1.32,-1.16,0.86,0.86
1.801504e-02,-1.24,-1.32,0.86,0.82
1.801520e-02,-1.24,-1.16,0.86,0.86
1.801536e-02,-1.24,-1.32,0.86,0.82
1.801552e-02,-1.24,-1.16,0.86,0.86
1.801568e-02,-1.24,-1.32,0.86,0.82
1.801584e-02,-1.24,-1.16,0.86,0.86
1.801600e-02,-1.24,-1.32,0.86,0.82
1.801616e-02,-1.24,-1.16,0.86,0.86
1.801632e-02,-1.24,-1.32,0.86,0.82
1.801648e-02,-1.24,-1.16,0.86,0.86
1.801664e-02,-1.32,-1.32,0.86,0.82
1.801680e-02,-1.32,-1.16,0.86,0.86
1.801696e-02,-1.24,-1.32,0.86,0.82
1.801712e-02,-1.24,-1.16,0.86,0.86
1.801728e-02,-1.24,-1.32,0.86,0.82
1.801744e-02,-1.24,-1.16,0.86,0.86
1.801760e-02,-1.24,-1.32,0.86,0.82
1.801776e-02,-1.24,-1.16,0.86,0.86
1.801792e-02,-1.32,-1.32,0.86,0.82
1.801808e-02,-1.24,-1.16,0.86,0.86
1.801824e-02,-1.24,-1.32,0.86,0.82
1.801840e-02,-1.24,-1.16,0.86,0.86
1.801856e-02,-1.24,-1.32,0.82,0.82
1.801872e-02,-1.32,-1.16,0.86,0.86
1.801888e-02,-1.24,-1.32,0.86,0.82
1.801904e-02,-1.24,-1.16,0.86,0.86
1.801920e-02,-1.32,-1.32,0.86,0.82
1.801936e-02,-1.32,-1.16,0.86,0.86
1.801952e-02,-1.32,-1.32,0.86,0.82
1.801968e-02,-1.24,-1.16,0.86,0.86
1.801984e-02,-1.24,-1.32,0.86,0.82
1.802000e-02,-1.24,-1.16,0.86,0.86
1.802016e-02,-1.24,-1.32,0.86,0.82
1.802032e-02,-1.24,-1.16,0.86,0.9
1.802048e-02,-1.24,-1.32,0.86,0.82
1.802064e-02,-1.24,-1.16,0.86,0.86
1.802080e-02,-1.24,-1.32,0.86,0.82
1.802096e-02,-1.24,-1.16,0.86,0.86
1.802112e-02,-1.24,-1.32,0.86,0.82
1.802128e-02,-1.24,-1.16,0.86,0.86
1.802144e-02,-1.24,-1.32,0.86,0.82
1.802160e-02,-1.32,-1.16,0.86,0.9
1.802176e-02,-1.24,-1.32,0.86,0.82
1.802192e-02,-1.24,-1.16,0.86,0.86
1.802208e-02,-1.24,-1.32,0.86,0.82
1.802224e-02,-1.24,-1.16,0.86,0.86
1.802240e-02,-1.24,-1.32,0.86,0.82
1.802256e-02,-1.24,-1.16,0.86,0.86
1.802272e-02,-1.24,-1.32,0.86,0.82
1.802288e-02,-1.24,-1.16,0.86,0.86
1.802304e-02,-1.24,-1.32,0.86,0.82
1.802320e-02,-1.24,-1.16,0.86,0.86
1.802336e-02,-1.24,-1.32,0.86,0.82
1.802352e-02,-1.24,-1.16,0.86,0.86
1.802368e-02,-1.32,-1.32,0.86,0.82
1.802384e-02,-1.24,-1.16,0.86,0.9
1.802400e-02,-1.24,-1.32,0.86,0.82
1.802416e-02,-1.24,-1.16,0.86,0.86
1.802432e-02,-1.32,-1.32,0.86,0.82
1.802448e-02,-1.24,-1.16,0.86,0.86
1.802464e-02,-1.24,-1.32,0.86,0.82
1.802480e-02,-1.24,-1.16,0.86,0.9
1.802496e-02,-1.24,-1.32,0.86,0.82
1.802512e-02,-1.24,-1.16,0.86,0.86
1.802528e-02,-1.24,-1.32,0.86,0.82
1.802544e-02,-1.32,-1.16,0.86,0.86
1.802560e-02,-1.24,-1.32,0.86,0.82
1.802576e-02,-1.24,-1.16,0.86,0.86
1.802592e-02,-1.24,-1.32,0.86,0.82
1.802608e-02,-1.24,-1.16,0.86,0.86
1.802624e-02,-1.24,-1.32,0.86,0.82
1.802640e-02,-1.24,-1.16,0.86,0.86
1.802656e-02,-1.24,-1.32,0.86,0.82
1.802672e-02,-1.24,-1.16,0.86,0.86
1.802688e-02,-1.24,-1.32,0.86,0.82
1.802704e-02,-1.32,-1.16,0.86,0.86
1.802720e-02,-1.24,-1.32,0.86,0.82
1.802736e-02,-1.24,-1.16,0.86,0.86
1.802752e-02,-1.24,-1.32,0.86,0.82
1.802768e-02,-1.24,-1.16,0.86,0.86
1.802784e-02,-1.24,-1.32,0.86,0.82
1.802800e-02,-1.24,-1.16,0.86,0.86
1.802816e-02,-1.24,-1.32,0.86,0.82
1.802832e-02,-1.24,-1.16,0.82,0.9
1.802848e-02,-1.24,-1.32,0.86,0.82
1.802864e-02,-1.24,-1.16,0.86,0.86
1.802880e-02,-1.24,-1.32,0.86,0.82
1.802896e-02,-1.32,-1.16,0.86,0.86
1.802912e-02,-1.24,-1.32,0.86,0.82
1.802928e-02,-1.24,-1.16,0.86,0.86
1.802944e-02,-1.24,-1.32,0.86,0.82
1.802960e-02,-1.24,-1.16,0.86,0.86
1.802976e-02,-1.24,-1.32,0.86,0.82
1.802992e-02,-1.24,-1.16,0.86,0.86
1.803008e-02,-1.24,-1.32,0.86,0.82
1.803024e-02,-1.24,-1.16,0.86,0.9
1.803040e-02,-1.24,-1.32,0.82,0.82
1.803056e-02,-1.24,-1.16,0.86,0.86
1.803072e-02,-1.24,-1.32,0.86,0.82
1.803088e-02,-1.24,-1.16,0.86,0.86
1.803104e-02,-1.24,-1.32,0.86,0.82
1.803120e-02,-1.24,-1.16,0.82,0.86
1.803136e-02,-1.24,-1.32,0.86,0.82
1.803152e-02,-1.16,-1.16,0.86,0.86
1.803168e-02,-1.16,-1.32,0.86,0.82
1.803184e-02,-1.24,-1.16,0.86,0.86
1.803200e-02,-1.24,-1.32,0.86,0.82
1.803216e-02,-1.24,-1.16,0.86,0.86
1.803232e-02,-1.24,-1.24,0.86,0.82
1.803248e-02,-1.24,-1.16,0.82,0.86
1.803264e-02,-1.24,-1.24,0.86,0.82
1.803280e-02,-1.24,-1.16,0.86,0.86
1.803296e-02,-1.24,-1.24,0.82,0.82
1.803312e-02,-1.16,-1.16,0.82,0.86
1.803328e-02,-1.24,-1.24,0.86,0.82
1.803344e-02,-1.24,-1.16,0.86,0.86
1.803360e-02,-1.24,-1.24,0.82,0.82
1.803376e-02,-1.24,-1.16,0.86,0.86
1.803392e-02,-1.24,-1.24,0.86,0.82
1.803408e-02,-1.24,-1.16,0.86,0.86
1.803424e-02,-1.24,-1.24,0.86,0.82
1.803440e-02,-1.24,-1.16,0.86,0.86
1.803456e-02,-1.24,-1.24,0.86,0.82
1.803472e-02,-1.24,-1.16,0.82,0.86
1.803488e-02,-1.24,-1.32,0.86,0.82
1.803504e-02,-1.24,-1.16,0.82,0.86
1.803520e-02,-1.16,-1.24,0.86,0.82
1.803536e-02,-1.24,-1.16,0.86,0.86
1.803552e-02,-1.24,-1.24,0.86,0.82
1.803568e-02,-1.24,-1.16,0.82,0.86
1.803584e-02,-1.24,-1.24,0.86,0.82
1.803600e-02,-1.24,-1.16,0.82,0.86
1.803616e-02,-1.24,-1.24,0.86,0.82
1.803632e-02,-1.24,-1.16,0.86,0.86
1.803648e-02,-1.24,-1.24,0.86,0.82
1.803664e-02,-1.24,-1.16,0.86,0.86
1.803680e-02,-1.24,-1.24,0.86,0.82
1.803696e-02,-1.24,-1.16,0.86,0.86
1.803712e-02,-1.24,-1.24,0.86,0.82
1.803728e-02,-1.24,-1.16,0.86,0.86
1.803744e-02,-1.24,-1.32,0.86,0.82
1.803760e-02,-1.24,-1.16,0.82,0.86
1.803776e-02,-1.24,-1.24,0.86,0.82
1.803792e-02,-1.24,-1.16,0.86,0.86
1.803808e-02,-1.24,-1.32,0.86,0.82
1.803824e-02,-1.24,-1.16,0.86,0.86
1.803840e-02,-1.24,-1.24,0.82,0.82
1.803856e-02,-1.24,-1.16,0.86,0.86
1.803872e-02,-1.16,-1.24,0.86,0.82
1.803888e-02,-1.24,-1.16,0.86,0.86
