Model,MSO2024
Firmware Version,1.52

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.02,,,
Sample Interval,1.6e-07,,,
Filter Frequency,2e+08,,,
Record Length,1.25e+06,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,10,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,2,,1,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH4,CH4 Peak Detect
1.053056e-02,-1.4,-1.4,0.78,0.78
1.053072e-02,-1.4,-1.32,0.78,0.82
1.053088e-02,-1.4,-1.48,0.82,0.78
1.053104e-02,-1.4,-1.32,0.82,0.82
1.053120e-02,-1.4,-1.48,0.82,0.78
1.053136e-02,-1.4,-1.32,0.82,0.82
1.053152e-02,-1.4,-1.4,0.82,0.78
1.053168e-02,-1.32,-1.32,0.82,0.82
1.053184e-02,-1.4,-1.4,0.82,0.78
1.053200e-02,-1.4,-1.32,0.82,0.82
1.053216e-02,-1.4,-1.4,0.78,0.78
1.053232e-02,-1.4,-1.32,0.82,0.82
1.053248e-02,-1.4,-1.4,0.78,0.78
1.053264e-02,-1.4,-1.32,0.78,0.82
1.053280e-02,-1.4,-1.48,0.82,0.78
1.053296e-02,-1.4,-1.32,0.82,0.82
1.053312e-02,-1.4,-1.4,0.82,0.78
1.053328e-02,-1.4,-1.32,0.78,0.82
1.053344e-02,-1.32,-1.48,0.82,0.78
1.053360e-02,-1.4,-1.32,0.82,0.82
1.053376e-02,-1.4,-1.48,0.78,0.78
1.053392e-02,-1.4,-1.32,0.82,0.82
1.053408e-02,-1.4,-1.48,0.82,0.78
1.053424e-02,-1.4,-1.32,0.82,0.82
1.053440e-02,-1.4,-1.4,0.78,0.78
1.053456e-02,-1.4,-1.32,0.78,0.82
1.053472e-02,-1.4,-1.48,0.82,0.78
1.053488e-02,-1.4,-1.24,0.78,0.82
1.053504e-02,-1.4,-1.48,0.78,0.78
1.053520e-02,-1.4,-1.24,0.82,0.82
1.053536e-02,-1.4,-1.4,0.82,0.78
1.053552e-02,-1.32,-1.32,0.82,0.82
1.053568e-02,-1.32,-1.48,0.82,0.78
1.053584e-02,-1.4,-1.32,0.78,0.82
1.053600e-02,-1.32,-1.4,0.78,0.78
1.053616e-02,-1.4,-1.32,0.82,0.82
1.053632e-02,-1.4,-1.4,0.78,0.78
1.053648e-02,-1.4,-1.32,0.82,0.82
1.053664e-02,-1.4,-1.4,0.82,0.78
1.053680e-02,-1.32,-1.32,0.78,0.82
1.053696e-02,-1.32,-1.4,0.82,0.78
1.053712e-02,-1.4,-1.32,0.82,0.82
1.053728e-02,-1.4,-1.48,0.82,0.78
1.053744e-02,-1.4,-1.32,0.82,0.82
1.053760e-02,-1.4,-1.48,0.82,0.78
1.053776e-02,-1.4,-1.32,0.82,0.82
1.053792e-02,-1.4,-1.48,0.82,0.78
1.053808e-02,-1.4,-1.32,0.82,0.82
1.053824e-02,-1.4,-1.48,0.82,0.78
1.053840e-02,-1.4,-1.32,0.82,0.82
1.053856e-02,-1.4,-1.48,0.82,0.78
1.053872e-02,-1.4,-1.32,0.82,0.82
1.053888e-02,-1.4,-1.4,0.78,0.78
1.053904e-02,-1.4,-1.32,0.82,0.82
1.053920e-02,-1.4,-1.4,0.82,0.78
1.053936e-02,-1.4,-1.32,0.78,0.82
1.053952e-02,-1.4,-1.4,0.78,0.78
1.053968e-02,-1.4,-1.32,0.78,0.82
1.053984e-02,-1.4,-1.4,0.82,0.78
1.054000e-02,-1.4,-1.32,0.82,0.82
1.054016e-02,-1.4,-1.48,0.82,0.78
1.054032e-02,-1.4,-1.32,0.78,0.82
1.054048e-02,-1.4,-1.48,0.82,0.78
1.054064e-02,-1.4,-1.32,0.78,0.82
1.054080e-02,-1.48,-1.48,0.82,0.78
1.054096e-02,-1.4,-1.32,0.78,0.82
1.054112e-02,-1.4,-1.4,0.78,0.78
1.054128e-02,-1.4,-1.32,0.82,0.82
1.054144e-02,-1.4,-1.4,0.82,0.78
1.054160e-02,-1.4,-1.32,0.78,0.82
1.054176e-02,-1.4,-1.4,0.82,0.78
1.054192e-02,-1.4,-1.32,0.78,0.82
1.054208e-02,-1.32,-1.4,0.78,0.78
1.054224e-02,-1.4,-1.32,0.78,0.82
1.054240e-02,-1.4,-1.4,0.82,0.78
1.054256e-02,-1.4,-1.32,0.82,0.82
1.054272e-02,-1.4,-1.4,0.82,0.78
1.054288e-02,-1.4,-1.32,0.82,0.82
1.054304e-02,-1.4,-1.4,0.82,0.78
1.054320e-02,-1.4,-1.32,0.82,0.82
1.054336e-02,-1.4,-1.48,0.82,0.78
1.054352e-02,-1.4,-1.32,0.82,0.82
1.054368e-02,-1.4,-1.48,0.82,0.78
1.054384e-02,-1.4,-1.24,0.82,0.82
1.054400e-02,-1.4,-1.48,0.82,0.78
1.054416e-02,-1.4,-1.32,0.82,0.82
1.054432e-02,-1.4,-1.4,0.82,0.78
1.054448e-02,-1.4,-1.32,0.82,0.82
1.054464e-02,-1.32,-1.4,0.82,0.78
1.054480e-02,-1.4,-1.32,0.82,0.82
1.054496e-02,-1.4,-1.4,0.82,0.78
1.054512e-02,-1.4,-1.32,0.82,0.82
1.054528e-02,-1.32,-1.4,0.82,0.78
1.054544e-02,-1.4,-1.32,0.82,0.82
1.054560e-02,-1.4,-1.48,0.82,0.78
1.054576e-02,-1.4,-1.32,0.82,0.82
1.054592e-02,-1.4,-1.4,0.82,0.78
1.054608e-02,-1.4,-1.32,0.82,0.82
1.054624e-02,-1.4,-1.4,0.82,0.78
1.054640e-02,-1.4,-1.32,0.82,0.82
1.054656e-02,-1.32,-1.4,0.82,0.78
1.054672e-02,-1.4,-1.32,0.82,0.82
1.054688e-02,-1.4,-1.4,0.78,0.78
1.054704e-02,-1.4,-1.32,0.82,0.82
1.054720e-02,-1.4,-1.4,0.78,0.78
1.054736e-02,-1.4,-1.32,0.82,0.82
1.054752e-02,-1.4,-1.4,0.82,0.78
1.054768e-02,-1.4,-1.32,0.82,0.82
1.054784e-02,-1.32,-1.4,0.82,0.78
1.054800e-02,-1.4,-1.32,0.78,0.82
1.054816e-02,-1.4,-1.48,0.82,0.78
1.054832e-02,-1.4,-1.32,0.78,0.82
1.054848e-02,-1.32,-1.48,0.82,0.78
1.054864e-02,-1.4,-1.32,0.82,0.82
1.054880e-02,-1.4,-1.4,0.82,0.78
1.054896e-02,-1.4,-1.32,0.78,0.82
1.054912e-02,-1.4,-1.48,0.78,0.78
1.054928e-02,-1.4,-1.32,0.78,0.82
1.054944e-02,-1.48,-1.48,0.78,0.78
1.054960e-02,-1.4,-1.32,0.78,0.82
1.054976e-02,-1.4,-1.48,0.78,0.78
1.054992e-02,-1.4,-1.32,0.78,0.82
1.055008e-02,-1.4,-1.48,0.82,0.78
1.055024e-02,-1.4,-1.32,0.82,0.82
1.055040e-02,-1.4,-1.4,0.82,0.78
1.055056e-02,-1.4,-1.24,0.82,0.82
1.055072e-02,-1.4,-1.4,0.82,0.78
1.055088e-02,-1.4,-1.32,0.82,0.82
1.055104e-02,-1.4,-1.4,0.78,0.78
1.055120e-02,-1.32,-1.32,0.78,0.82
1.055136e-02,-1.4,-1.4,0.78,0.78
1.055152e-02,-1.4,-1.32,0.82,0.82
1.055168e-02,-1.4,-1.4,0.78,0.78
1.055184e-02,-1.4,-1.32,0.82,0.82
1.055200e-02,-1.32,-1.4,0.82,0.78
1.055216e-02,-1.4,-1.32,0.82,0.82
1.055232e-02,-1.4,-1.4,0.82,0.78
1.055248e-02,-1.4,-1.32,0.82,0.82
1.055264e-02,-1.4,-1.4,0.78,0.78
1.055280e-02,-1.4,-1.32,0.82,0.82
1.055296e-02,-1.4,-1.4,0.82,0.78
1.055312e-02,-1.32,-1.24,0.82,0.82
1.055328e-02,-1.4,-1.4,0.82,0.78
1.055344e-02,-1.4,-1.24,0.82,0.82
1.055360e-02,-1.32,-1.4,0.82,0.78
1.055376e-02,-1.4,-1.24,0.82,0.82
1.055392e-02,-1.4,-1.48,0.82,0.78
1.055408e-02,-1.4,-1.32,0.82,0.82
1.055424e-02,-1.4,-1.48,0.82,0.78
1.055440e-02,-1.4,-1.32,0.82,0.82
1.055456e-02,-1.4,-1.4,0.82,0.78
1.055472e-02,-1.4,-1.32,0.82,0.82
1.055488e-02,-1.32,-1.48,0.78,0.78
1.055504e-02,-1.4,-1.32,0.82,0.82
1.055520e-02,-1.4,-1.4,0.82,0.78
1.055536e-02,-1.4,-1.32,0.82,0.82
1.055552e-02,-1.32,-1.4,0.78,0.78
1.055568e-02,-1.32,-1.32,0.82,0.82
1.055584e-02,-1.4,-1.4,0.82,0.78
1.055600e-02,-1.4,-1.32,0.82,0.82
1.055616e-02,-1.32,-1.4,0.82,0.78
1.055632e-02,-1.4,-1.32,0.78,0.82
1.055648e-02,-1.4,-1.4,0.82,0.78
1.055664e-02,-1.32,-1.32,0.82,0.82
1.055680e-02,-1.32,-1.48,0.82,0.78
1.055696e-02,-1.4,-1.32,0.82,0.82
1.055712e-02,-1.4,-1.48,0.82,0.78
1.055728e-02,-1.4,-1.32,0.82,0.82
1.055744e-02,-1.4,-1.48,0.82,0.78
1.055760e-02,-1.4,-1.32,0.82,0.82
1.055776e-02,-1.4,-1.48,0.78,0.78
1.055792e-02,-1.4,-1.32,0.82,0.82
1.055808e-02,-1.4,-1.48,0.82,0.78
1.055824e-02,-1.4,-1.32,0.78,0.82
1.055840e-02,-1.4,-1.48,0.82,0.78
1.055856e-02,-1.4,-1.32,0.82,0.82
1.055872e-02,-1.4,-1.4,0.82,0.78
1.055888e-02,-1.32,-1.24,0.82,0.82
1.055904e-02,-1.32,-1.48,0.82,0.78
1.055920e-02,-1.4,-1.32,0.82,0.82
1.055936e-02,-1.4,-1.48,0.82,0.78
1.055952e-02,-1.4,-1.32,0.82,0.82
1.055968e-02,-1.4,-1.4,0.82,0.78
1.055984e-02,-1.32,-1.32,0.82,0.82
1.056000e-02,-1.4,-1.4,0.82,0.78
1.056016e-02,-1.4,-1.32,0.82,0.82
1.056032e-02,-1.32,-1.4,0.82,0.78
1.056048e-02,-1.32,-1.32,0.82,0.82
1.056064e-02,-1.4,-1.4,0.82,0.78
1.056080e-02,-1.4,-1.24,0.82,0.82
1.056096e-02,-1.4,-1.4,0.82,0.78
1.056112e-02,-1.4,-1.32,0.82,0.82
1.056128e-02,-1.32,-1.4,0.82,0.78
1.056144e-02,-1.4,-1.24,0.82,0.82
1.056160e-02,-1.32,-1.4,0.82,0.78
1.056176e-02,-1.4,-1.24,0.78,0.82
1.056192e-02,-1.32,-1.4,0.78,0.78
1.056208e-02,-1.4,-1.24,0.82,0.82
1.056224e-02,-1.32,-1.4,0.82,0.78
1.056240e-02,-1.4,-1.24,0.82,0.82
1.056256e-02,-1.4,-1.4,0.82,0.78
1.056272e-02,-1.4,-1.32,0.78,0.82
1.056288e-02,-1.4,-1.4,0.82,0.78
1.056304e-02,-1.4,-1.24,0.82,0.82
1.056320e-02,-1.32,-1.4,0.82,0.78
1.056336e-02,-1.4,-1.32,0.78,0.82
1.056352e-02,-1.4,-1.4,0.82,0.78
1.056368e-02,-1.4,-1.24,0.82,0.82
1.056384e-02,-1.4,-1.4,0.82,0.78
1.056400e-02,-1.4,-1.32,0.82,0.82
1.056416e-02,-1.4,-1.4,0.82,0.78
1.056432e-02,-1.4,-1.24,0.82,0.82
1.056448e-02,-1.32,-1.4,0.82,0.78
1.056464e-02,-1.4,-1.24,0.82,0.82
1.056480e-02,-1.4,-1.4,0.82,0.78
1.056496e-02,-1.32,-1.32,0.82,0.82
1.056512e-02,-1.4,-1.4,0.82,0.78
1.056528e-02,-1.4,-1.32,0.82,0.82
1.056544e-02,-1.32,-1.4,0.82,0.78
1.056560e-02,-1.4,-1.24,0.78,0.82
1.056576e-02,-1.4,-1.4,0.82,0.78
1.056592e-02,-1.4,-1.32,0.82,0.82
1.056608e-02,-1.4,-1.4,0.82,0.78
1.056624e-02,-1.32,-1.32,0.82,0.82
1.056640e-02,-1.32,-1.48,0.82,0.78
1.056656e-02,-1.4,-1.32,0.82,0.82
1.056672e-02,-1.4,-1.4,0.82,0.78
1.056688e-02,-1.4,-1.32,0.82,0.82
1.056704e-02,-1.4,-1.48,0.82,0.78
1.056720e-02,-1.4,-1.32,0.82,0.82
1.056736e-02,-1.4,-1.48,0.82,0.78
1.056752e-02,-1.4,-1.24,0.82,0.82
1.056768e-02,-1.4,-1.4,0.82,0.78
1.056784e-02,-1.4,-1.32,0.82,0.82
1.056800e-02,-1.32,-1.4,0.82,0.78
1.056816e-02,-1.4,-1.32,0.82,0.82
1.056832e-02,-1.4,-1.48,0.82,0.78
1.056848e-02,-1.4,-1.32,0.82,0.82
1.056864e-02,-1.32,-1.4,0.82,0.78
1.056880e-02,-1.32,-1.32,0.82,0.82
1.056896e-02,-1.4,-1.4,0.78,0.78
1.056912e-02,-1.4,-1.24,0.82,0.82
1.056928e-02,-1.32,-1.4,0.82,0.78
1.056944e-02,-1.4,-1.32,0.82,0.82
1.056960e-02,-1.4,-1.4,0.78,0.78
1.056976e-02,-1.4,-1.24,0.82,0.82
1.056992e-02,-1.4,-1.4,0.82,0.78
1.057008e-02,-1.4,-1.24,0.78,0.82
1.057024e-02,-1.4,-1.4,0.82,0.78
1.057040e-02,-1.32,-1.32,0.82,0.82
1.057056e-02,-1.4,-1.4,0.82,0.78
1.057072e-02,-1.4,-1.32,0.82,0.82
1.057088e-02,-1.4,-1.48,0.82,0.78
1.057104e-02,-1.4,-1.32,0.82,0.82
1.057120e-02,-1.4,-1.48,0.82,0.78
1.057136e-02,-1.4,-1.32,0.82,0.82
1.057152e-02,-1.4,-1.48,0.82,0.78
1.057168e-02,-1.4,-1.32,0.82,0.82
1.057184e-02,-1.4,-1.4,0.82,0.78
1.057200e-02,-1.4,-1.32,0.82,0.82
1.057216e-02,-1.4,-1.4,0.82,0.78
1.057232e-02,-1.32,-1.32,0.82,0.82
1.057248e-02,-1.4,-1.4,0.82,0.78
1.057264e-02,-1.4,-1.32,0.82,0.82
1.057280e-02,-1.4,-1.4,0.82,0.78
1.057296e-02,-1.4,-1.24,0.82,0.82
1.057312e-02,-1.4,-1.4,0.82,0.78
1.057328e-02,-1.4,-1.32,0.82,0.82
1.057344e-02,-1.4,-1.48,0.82,0.78
1.057360e-02,-1.4,-1.32,0.82,0.82
1.057376e-02,-1.4,-1.48,0.82,0.78
1.057392e-02,-1.4,-1.32,0.82,0.82
1.057408e-02,-1.4,-1.48,0.82,0.78
1.057424e-02,-1.4,-1.32,0.82,0.82
1.057440e-02,-1.4,-1.48,0.82,0.78
1.057456e-02,-1.4,-1.24,0.82,0.82
1.057472e-02,-1.4,-1.4,0.82,0.78
1.057488e-02,-1.32,-1.32,0.82,0.82
1.057504e-02,-1.4,-1.4,0.78,0.78
1.057520e-02,-1.4,-1.24,0.78,0.82
1.057536e-02,-1.4,-1.4,0.82,0.78
1.057552e-02,-1.4,-1.24,0.82,0.82
1.057568e-02,-1.4,-1.4,0.78,0.78
1.057584e-02,-1.4,-1.24,0.82,0.82
1.057600e-02,-1.4,-1.4,0.78,0.78
1.057616e-02,-1.4,-1.24,0.82,0.82
1.057632e-02,-1.4,-1.4,0.78,0.78
1.057648e-02,-1.4,-1.24,0.78,0.82
1.057664e-02,-1.4,-1.4,0.82,0.78
1.057680e-02,-1.4,-1.32,0.78,0.82
1.057696e-02,-1.4,-1.4,0.82,0.78
1.057712e-02,-1.4,-1.32,0.82,0.82
1.057728e-02,-1.4,-1.4,0.82,0.78
1.057744e-02,-1.32,-1.32,0.82,0.82
1.057760e-02,-1.4,-1.4,0.82,0.78
1.057776e-02,-1.4,-1.24,0.78,0.82
1.057792e-02,-1.32,-1.4,0.82,0.78
1.057808e-02,-1.32,-1.32,0.82,0.82
1.057824e-02,-1.4,-1.4,0.82,0.78
1.057840e-02,-1.32,-1.24,0.82,0.82
1.057856e-02,-1.4,-1.4,0.82,0.78
1.057872e-02,-1.4,-1.24,0.78,0.82
1.057888e-02,-1.4,-1.4,0.82,0.78
1.057904e-02,-1.32,-1.32,0.82,0.82
1.057920e-02,-1.32,-1.4,0.82,0.78
1.057936e-02,-1.4,-1.32,0.82,0.82
1.057952e-02,-1.4,-1.48,0.82,0.78
1.057968e-02,-1.4,-1.32,0.82,0.82
1.057984e-02,-1.4,-1.48,0.82,0.78
1.058000e-02,-1.32,-1.32,0.82,0.82
1.058016e-02,-1.32,-1.4,0.78,0.78
1.058032e-02,-1.4,-1.32,0.82,0.82
1.058048e-02,-1.4,-1.4,0.82,0.78
1.058064e-02,-1.4,-1.32,0.82,0.82
1.058080e-02,-1.4,-1.4,0.82,0.78
1.058096e-02,-1.32,-1.24,0.82,0.82
1.058112e-02,-1.32,-1.4,0.82,0.78
1.058128e-02,-1.4,-1.32,0.82,0.82
1.058144e-02,-1.32,-1.4,0.78,0.78
1.058160e-02,-1.4,-1.32,0.82,0.82
1.058176e-02,-1.4,-1.4,0.82,0.78
1.058192e-02,-1.4,-1.24,0.82,0.82
1.058208e-02,-1.4,-1.4,0.82,0.78
1.058224e-02,-1.4,-1.24,0.82,0.82
1.058240e-02,-1.4,-1.4,0.78,0.78
1.058256e-02,-1.4,-1.32,0.82,0.82
1.058272e-02,-1.32,-1.4,0.82,0.78
1.058288e-02,-1.32,-1.32,0.82,0.82
1.058304e-02,-1.4,-1.4,0.82,0.78
1.058320e-02,-1.32,-1.24,0.82,0.82
1.058336e-02,-1.32,-1.4,0.82,0.78
1.058352e-02,-1.32,-1.24,0.82,0.82
1.058368e-02,-1.4,-1.4,0.82,0.78
1.058384e-02,-1.4,-1.32,0.82,0.82
1.058400e-02,-1.4,-1.4,0.82,0.78
1.058416e-02,-1.32,-1.32,0.82,0.82
1.058432e-02,-1.4,-1.4,0.82,0.78
1.058448e-02,-1.32,-1.32,0.82,0.82
1.058464e-02,-1.32,-1.4,0.82,0.78
1.058480e-02,-1.4,-1.24,0.82,0.82
1.058496e-02,-1.4,-1.4,0.82,0.78
1.058512e-02,-1.32,-1.24,0.82,0.82
1.058528e-02,-1.4,-1.48,0.82,0.78
1.058544e-02,-1.4,-1.24,0.82,0.82
1.058560e-02,-1.32,-1.4,0.82,0.78
1.058576e-02,-1.32,-1.24,0.82,0.82
1.058592e-02,-1.32,-1.4,0.78,0.78
1.058608e-02,-1.32,-1.24,0.82,0.82
1.058624e-02,-1.4,-1.4,0.82,0.78
1.058640e-02,-1.4,-1.24,0.78,0.82
1.058656e-02,-1.32,-1.4,0.78,0.78
1.058672e-02,-1.4,-1.32,0.82,0.82
1.058688e-02,-1.4,-1.4,0.78,0.78
1.058704e-02,-1.32,-1.32,0.82,0.82
1.058720e-02,-1.32,-1.4,0.82,0.78
1.058736e-02,-1.4,-1.24,0.78,0.82
1.058752e-02,-1.32,-1.4,0.82,0.78
1.058768e-02,-1.32,-1.32,0.82,0.82
1.058784e-02,-1.32,-1.4,0.82,0.78
1.058800e-02,-1.4,-1.32,0.82,0.82
1.058816e-02,-1.4,-1.4,0.82,0.78
1.058832e-02,-1.4,-1.32,0.78,0.82
1.058848e-02,-1.4,-1.4,0.82,0.78
1.058864e-02,-1.4,-1.24,0.82,0.82
1.058880e-02,-1.4,-1.4,0.82,0.78
1.058896e-02,-1.32,-1.24,0.82,0.82
1.058912e-02,-1.32,-1.4,0.82,0.78
1.058928e-02,-1.4,-1.24,0.82,0.82
1.058944e-02,-1.4,-1.4,0.82,0.78
1.058960e-02,-1.4,-1.32,0.82,0.82
1.058976e-02,-1.4,-1.4,0.78,0.78
1.058992e-02,-1.4,-1.24,0.82,0.82
1.059008e-02,-1.32,-1.4,0.82,0.78
1.059024e-02,-1.4,-1.24,0.82,0.82
1.059040e-02,-1.32,-1.4,0.82,0.78
1.059056e-02,-1.4,-1.32,0.82,0.82
1.059072e-02,-1.4,-1.4,0.78,0.78
1.059088e-02,-1.4,-1.32,0.82,0.82
1.059104e-02,-1.4,-1.4,0.82,0.78
1.059120e-02,-1.32,-1.24,0.82,0.82
1.059136e-02,-1.4,-1.4,0.82,0.78
1.059152e-02,-1.4,-1.24,0.78,0.82
1.059168e-02,-1.4,-1.4,0.82,0.78
1.059184e-02,-1.32,-1.32,0.82,0.82
1.059200e-02,-1.4,-1.4,0.82,0.78
1.059216e-02,-1.4,-1.32,0.82,0.82
1.059232e-02,-1.4,-1.4,0.82,0.78
1.059248e-02,-1.4,-1.32,0.82,0.82
1.059264e-02,-1.32,-1.4,0.82,0.78
1.059280e-02,-1.4,-1.32,0.82,0.82
1.059296e-02,-1.4,-1.48,0.82,0.78
1.059312e-02,-1.4,-1.32,0.82,0.82
1.059328e-02,-1.32,-1.4,0.82,0.78
1.059344e-02,-1.4,-1.24,0.82,0.82
1.059360e-02,-1.4,-1.4,0.82,0.78
1.059376e-02,-1.4,-1.32,0.82,0.82
1.059392e-02,-1.4,-1.4,0.82,0.78
1.059408e-02,-1.4,-1.24,0.82,0.82
1.059424e-02,-1.4,-1.48,0.82,0.78
1.059440e-02,-1.4,-1.32,0.82,0.82
1.059456e-02,-1.32,-1.48,0.82,0.78
1.059472e-02,-1.4,-1.32,0.82,0.82
1.059488e-02,-1.4,-1.48,0.82,0.78
1.059504e-02,-1.4,-1.32,0.82,0.82
1.059520e-02,-1.4,-1.4,0.82,0.78
1.059536e-02,-1.4,-1.32,0.82,0.82
1.059552e-02,-1.32,-1.4,0.82,0.78
1.059568e-02,-1.32,-1.32,0.82,0.82
1.059584e-02,-1.32,-1.4,0.78,0.78
1.059600e-02,-1.32,-1.24,0.78,0.82
1.059616e-02,-1.4,-1.4,0.78,0.78
1.059632e-02,-1.32,-1.32,0.82,0.82
1.059648e-02,-1.4,-1.4,0.82,0.78
1.059664e-02,-1.4,-1.32,0.82,0.82
1.059680e-02,-1.32,-1.48,0.78,0.78
1.059696e-02,-1.4,-1.32,0.82,0.82
1.059712e-02,-1.4,-1.48,0.82,0.78
1.059728e-02,-1.4,-1.32,0.78,0.82
1.059744e-02,-1.48,-1.48,0.82,0.78
1.059760e-02,-1.4,-1.32,0.82,0.82
1.059776e-02,-1.4,-1.48,0.78,0.78
1.059792e-02,-1.32,-1.32,0.78,0.82
1.059808e-02,-1.4,-1.4,0.82,0.78
1.059824e-02,-1.4,-1.32,0.82,0.82
1.059840e-02,-1.4,-1.4,0.82,0.78
1.059856e-02,-1.32,-1.24,0.82,0.82
1.059872e-02,-1.4,-1.4,0.82,0.78
1.059888e-02,-1.4,-1.32,0.78,0.82
1.059904e-02,-1.4,-1.4,0.82,0.78
1.059920e-02,-1.32,-1.32,0.82,0.82
1.059936e-02,-1.32,-1.4,0.82,0.78
1.059952e-02,-1.4,-1.32,0.78,0.82
1.059968e-02,-1.4,-1.4,0.82,0.78
1.059984e-02,-1.4,-1.24,0.82,0.82
1.060000e-02,-1.4,-1.4,0.82,0.78
1.060016e-02,-1.4,-1.24,0.82,0.86
1.060032e-02,-1.32,-1.4,0.82,0.78
1.060048e-02,-1.4,-1.24,0.78,0.82
1.060064e-02,-1.4,-1.4,0.78,0.78
1.060080e-02,-1.4,-1.32,0.82,0.82
1.060096e-02,-1.32,-1.4,0.82,0.78
1.060112e-02,-1.4,-1.24,0.82,0.82
1.060128e-02,-1.4,-1.4,0.82,0.78
1.060144e-02,-1.4,-1.32,0.82,0.82
1.060160e-02,-1.4,-1.48,0.82,0.78
1.060176e-02,-1.4,-1.32,0.82,0.82
1.060192e-02,-1.4,-1.4,0.82,0.78
1.060208e-02,-1.4,-1.24,0.82,0.82
1.060224e-02,-1.32,-1.4,0.82,0.78
1.060240e-02,-1.4,-1.24,0.82,0.82
1.060256e-02,-1.4,-1.4,0.82,0.78
1.060272e-02,-1.4,-1.24,0.82,0.82
1.060288e-02,-1.4,-1.4,0.82,0.78
1.060304e-02,-1.4,-1.32,0.82,0.82
1.060320e-02,-1.32,-1.4,0.82,0.78
1.060336e-02,-1.32,-1.24,0.82,0.82
1.060352e-02,-1.32,-1.4,0.82,0.78
1.060368e-02,-1.32,-1.24,0.82,0.82
1.060384e-02,-1.4,-1.4,0.82,0.78
1.060400e-02,-1.4,-1.24,0.78,0.82
1.060416e-02,-1.4,-1.48,0.78,0.78
1.060432e-02,-1.4,-1.32,0.82,0.82
1.060448e-02,-1.4,-1.4,0.82,0.78
1.060464e-02,-1.4,-1.32,0.82,0.82
1.060480e-02,-1.4,-1.4,0.78,0.78
1.060496e-02,-1.4,-1.32,0.78,0.82
1.060512e-02,-1.4,-1.48,0.82,0.78
1.060528e-02,-1.4,-1.32,0.82,0.82
1.060544e-02,-1.4,-1.48,0.82,0.78
1.060560e-02,-1.4,-1.32,0.82,0.82
1.060576e-02,-1.4,-1.4,0.82,0.78
1.060592e-02,-1.4,-1.32,0.82,0.82
1.060608e-02,-1.32,-1.4,0.82,0.78
1.060624e-02,-1.4,-1.32,0.82,0.82
1.060640e-02,-1.32,-1.4,0.82,0.78
1.060656e-02,-1.4,-1.24,0.82,0.82
1.060672e-02,-1.4,-1.4,0.82,0.78
1.060688e-02,-1.4,-1.32,0.82,0.82
1.060704e-02,-1.4,-1.4,0.82,0.78
1.060720e-02,-1.4,-1.32,0.82,0.82
1.060736e-02,-1.4,-1.4,0.82,0.78
1.060752e-02,-1.4,-1.24,0.82,0.82
1.060768e-02,-1.4,-1.4,0.78,0.78
1.060784e-02,-1.32,-1.24,0.82,0.82
1.060800e-02,-1.32,-1.4,0.82,0.78
1.060816e-02,-1.4,-1.24,0.82,0.82
1.060832e-02,-1.32,-1.4,0.82,0.78
1.060848e-02,-1.32,-1.32,0.82,0.82
1.060864e-02,-1.4,-1.4,0.82,0.78
1.060880e-02,-1.4,-1.24,0.78,0.82
1.060896e-02,-1.4,-1.48,0.82,0.78
1.060912e-02,-1.4,-1.32,0.82,0.82
1.060928e-02,-1.32,-1.4,0.82,0.78
1.060944e-02,-1.4,-1.32,0.82,0.82
1.060960e-02,-1.4,-1.4,0.82,0.78
1.060976e-02,-1.4,-1.24,0.82,0.82
1.060992e-02,-1.4,-1.4,0.82,0.78
1.061008e-02,-1.4,-1.32,0.82,0.82
1.061024e-02,-1.4,-1.4,0.82,0.78
1.061040e-02,-1.4,-1.32,0.82,0.82
1.061056e-02,-1.4,-1.48,0.82,0.78
1.061072e-02,-1.32,-1.32,0.82,0.82
1.061088e-02,-1.4,-1.48,0.82,0.78
1.061104e-02,-1.4,-1.32,0.82,0.82
1.061120e-02,-1.4,-1.4,0.82,0.78
1.061136e-02,-1.4,-1.24,0.82,0.82
1.061152e-02,-1.4,-1.4,0.82,0.78
1.061168e-02,-1.4,-1.32,0.82,0.82
1.061184e-02,-1.32,-1.4,0.82,0.78
1.061200e-02,-1.4,-1.24,0.82,0.82
1.061216e-02,-1.32,-1.4,0.78,0.78
1.061232e-02,-1.32,-1.32,0.82,0.82
1.061248e-02,-1.4,-1.4,0.82,0.78
1.061264e-02,-1.4,-1.24,0.82,0.82
1.061280e-02,-1.32,-1.4,0.82,0.78
1.061296e-02,-1.4,-1.24,0.82,0.82
1.061312e-02,-1.32,-1.4,0.82,0.78
1.061328e-02,-1.32,-1.24,0.78,0.82
1.061344e-02,-1.4,-1.4,0.82,0.78
1.061360e-02,-1.4,-1.24,0.82,0.82
1.061376e-02,-1.4,-1.4,0.82,0.78
1.061392e-02,-1.4,-1.32,0.82,0.82
1.061408e-02,-1.4,-1.4,0.82,0.78
1.061424e-02,-1.4,-1.24,0.82,0.82
1.061440e-02,-1.4,-1.4,0.82,0.78
1.061456e-02,-1.4,-1.32,0.82,0.82
1.061472e-02,-1.4,-1.4,0.82,0.78
1.061488e-02,-1.4,-1.24,0.82,0.82
1.061504e-02,-1.32,-1.4,0.82,0.78
